ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
266-10-2559|503870615922|Karen|Grant|F|29907 Ryan Wall Apt. 632|Parma|ID|83660|43.7896|-116.9401|5890|Computer games developer|2007-01-30|312931364007|young_adults_female_urban.json
110-44-5234|4034030109567975642|Marcus|Wood|M|4623 Mendoza Coves Apt. 476|Dublin|OH|43016|40.0985|-83.1537|68932|Accountant, chartered|1956-11-08|47719492861|adults_50up_male_urban.json
788-16-8425|5230683176417263|Jose|Stephens|M|571 Brittany Ways|Las Cruces|NM|88005|32.3161|-106.7991|143900|Clinical cytogeneticist|1950-06-24|377846316914|adults_50up_male_urban.json
475-11-3203|213167130735103|Robert|Roberts|M|4362 Jane Burg Apt. 962|Anaheim|CA|92805|33.8359|-117.9086|354475|Magazine journalist|1984-05-17|947176403532|adults_2550_male_urban.json
364-58-6979|3594703180533965|Christopher|Patrick|M|6662 Michael Circles Apt. 270|Columbus|GA|31909|32.5369|-84.9274|173903|Ambulance person|1957-10-11|443524111589|adults_50up_male_urban.json
103-40-5413|4110797714004934|Kimberly|David|F|949 Leslie Shores|Denver|CO|80210|39.679|-104.9631|990452|Brewing technologist|1956-10-27|860353528908|adults_50up_female_urban.json
262-79-9976|213194976987317|Christina|Garza|F|6984 Robert Light|Austin|TX|78745|30.2063|-97.7956|940359|Child psychotherapist|1983-06-28|236860745642|adults_2550_female_urban.json
051-63-7863|3533256238994998|Susan|Forbes|F|14262 Jason Center Suite 821|Westborough|MA|01581|42.2679|-71.6176|18272|Chartered public finance accountant|1972-08-26|61893665269|adults_50up_female_urban.json
677-86-0450|4181359989897213|Bradley|Wallace|M|889 Reilly Pass|Payson|UT|84651|40.0449|-111.7321|23457|Airline pilot|1957-12-10|905444900027|adults_50up_male_urban.json
560-52-4261|4217588397857082008|Debbie|Williams|F|7123 Elliott Hills Suite 112|Mayfield|KY|42066|36.7327|-88.6506|23182|Sales promotion account executive|1982-03-19|549287619295|adults_2550_female_urban.json
605-35-2710|3588276970409538|Michelle|Green|F|615 Williams Plaza|Riverton|IL|62561|39.8663|-89.5087|5315|Fish farm manager|1964-08-05|533336279700|adults_50up_female_urban.json
828-89-9064|213156517962406|Stephen|Howe|M|668 Jennifer Ridge Suite 047|Buckner|MO|64016|39.1303|-94.2062|4713|Sales promotion account executive|1984-05-31|164550477873|adults_2550_male_urban.json
012-20-9189|346225936488200|Jonathan|Berry|M|8688 Christina Mews|Jackson|GA|30233|33.282|-83.9784|23218|Copywriter, advertising|1999-09-09|287698437735|adults_2550_male_urban.json
155-97-8638|30160911413199|Steven|Gamble|M|9236 Jesse Mountains|Memphis|TN|38104|35.1334|-90.0046|697385|Orthoptist|1995-04-24|3841601171|adults_2550_male_urban.json
255-06-4170|346502544724196|Brent|Stewart|M|44096 Bruce Mountains|Cheyenne|WY|82001|41.1437|-104.7962|86283|Radio broadcast assistant|1978-11-30|824338905639|adults_2550_male_urban.json
529-17-4239|3588067821417469|Kelly|Carney|F|9266 Gardner Ridges|Evensville|TN|37332|35.6153|-85.0228|2609|Solicitor|1957-09-14|887415004383|adults_50up_female_urban.json
716-75-6486|3548694155945010|Caleb|Taylor|M|75360 Wilson Mountains|Culpeper|VA|22701|38.5117|-77.9928|31444|Careers information officer|1936-11-17|749138856546|adults_50up_male_urban.json
233-77-8812|180036536218940|Garrett|Greene|M|0009 Roman Hills Suite 204|Colorado Springs|CO|80917|38.886|-104.7399|525713|Mudlogger|1992-12-31|416605986593|adults_2550_male_urban.json
281-95-9122|3567605642045657|John|Ramos|M|745 James Parkways|Port Arthur|TX|77640|29.8709|-93.9643|53986|Transport planner|1999-10-21|463980555298|adults_2550_male_urban.json
878-48-4229|6522654016599532|Timothy|Smith|M|21224 Sylvia Union Suite 677|Dayton|OH|45459|39.6464|-84.1717|479994|Insurance risk surveyor|2004-06-01|147752183997|young_adults_male_urban.json
628-09-6393|502012411588|Robin|King|F|08017 Olson Park Apt. 312|Las Vegas|NV|89101|36.1721|-115.1224|1417793|Technical brewer|1977-12-05|968925399378|adults_2550_female_urban.json
455-02-4477|30264261212035|Kendra|Perez|F|3659 Delacruz Place Apt. 785|Lombard|IL|60148|41.8721|-88.016|51468|Dispensing optician|1997-07-27|191186415169|adults_2550_female_urban.json
127-86-9134|3585454006445478|George|Thomas|M|12327 Carrillo Ridges|Dundalk|MD|21222|39.2655|-76.4935|55786|Regulatory affairs officer|1943-01-30|805825157224|adults_50up_male_urban.json
087-58-7183|6011342720388628|Robert|Hurst|M|080 Catherine Loaf Apt. 045|Encino|CA|91316|34.1655|-118.5175|41270|Engineer, broadcasting (operations)|1978-04-12|421049388527|adults_2550_male_urban.json
812-30-5325|3549353400181678|Kara|Mitchell|F|5244 Rangel Lake|Plattsmouth|NE|68048|40.9992|-95.9139|12422|Games developer|1982-11-20|469276233815|adults_2550_female_urban.json
545-27-8767|347993781053911|Bridget|Bryant|F|699 Mcneil Pines Apt. 904|Somerton|AZ|85350|32.5634|-114.7127|21214|International aid/development worker|1981-05-24|637722073567|adults_2550_female_urban.json
858-62-1715|4246301986424238393|Jerry|Boyd|M|121 Johnson Viaduct|Marietta|GA|30066|34.0378|-84.5038|302309|Designer, graphic|1963-05-06|970420808481|adults_50up_male_urban.json
177-67-8433|060498322100|Rose|Smith|F|00186 Hamilton Crescent|Enid|OK|73701|36.4028|-97.8623|53026|Armed forces technical officer|1968-10-13|33973366339|adults_50up_female_urban.json
647-77-9145|4610814356140382|Donna|Flores|F|198 Kristi Harbor|Park Forest|IL|60466|41.479|-87.6828|22115|Pharmacist, community|1940-04-02|827996845029|adults_50up_female_urban.json
564-83-2266|4469510030763|Thomas|Smith|M|9671 Smith Spurs Apt. 666|W Hartford|CT|06110|41.7326|-72.7337|64177|Pharmacist, hospital|2000-12-30|99938187638|adults_2550_male_urban.json
663-51-6078|4134078516994970890|Adrian|Mejia|M|6834 Nicholas Stream|Athens|AL|35611|34.8036|-86.9707|53253|Tax inspector|1995-12-04|685324745981|adults_2550_male_urban.json
398-78-7523|676138688897|Bailey|Rice|F|150 Pratt Meadow Apt. 571|Kingsport|TN|37660|36.5144|-82.5476|87124|Teacher, early years/pre|1972-07-28|985499447510|adults_50up_female_urban.json
710-77-3879|4126578982604189|Sarah|Juarez|F|17558 Mata Crest Suite 774|Stone Mountain|GA|30083|33.7942|-84.2018|112402|Chemical engineer|1971-11-02|823220522870|adults_50up_female_urban.json
304-50-9866|4188241996264228|Brenda|Hahn|F|917 Lisa Greens Suite 421|Houston|TX|77033|29.6686|-95.3382|2906700|Surgeon|2005-08-07|748812994322|young_adults_female_urban.json
498-06-5226|6011092257090010|Lynn|Robinson|F|4072 Margaret Harbors Suite 282|Oklahoma City|OK|73110|35.4605|-97.3974|640470|Surveyor, minerals|1983-08-30|359106624590|adults_2550_female_urban.json
807-36-0083|502078822470|David|Taylor|M|68507 Brian Keys Apt. 119|Staten Island|NY|10306|40.5682|-74.1184|468730|Meteorologist|1978-02-25|4186410150|adults_2550_male_urban.json
865-60-1790|4526105370923009|Joel|Pacheco|M|007 Escobar Village Apt. 894|Staten Island|NY|10303|40.6301|-74.1607|468730|Surveyor, planning and development|1982-12-05|359537624411|adults_2550_male_urban.json
233-83-2308|3569893652944716|Jennifer|Oconnor|F|3481 Rachel Stream|Henderson|NV|89014|36.0564|-115.078|264999|Building services engineer|2006-03-29|283620405974|young_adults_female_urban.json
158-46-9200|4321743574835269|Kendra|Sullivan|F|606 Lee Plaza Apt. 448|Oklahoma City|OK|73139|35.3792|-97.5362|640470|Retail manager|1983-09-01|602133936205|adults_2550_female_urban.json
182-41-3734|6562805507740651|Jerry|Rogers|M|6239 Jessica Branch|Winchester|KY|40391|37.9872|-84.1789|35262|Therapist, music|1966-12-03|592851577159|adults_50up_male_urban.json
785-42-1756|675940913113|Yesenia|Ford|F|90254 Fleming Center Apt. 206|Harrisburg|PA|17113|40.239|-76.8416|165527|Web designer|1960-06-11|344601580716|adults_50up_female_urban.json
275-90-1363|4012275950026019|Francisco|Rogers|M|9479 Johnson Haven|Alexandria|LA|71302|31.2683|-92.4242|58923|Armed forces logistics/support/administrative officer|1957-05-01|918933428543|adults_50up_male_urban.json
784-57-3134|4980595031006492|Daniel|Torres|M|91045 Sharon Wells|Annapolis|MD|21403|38.9524|-76.491|92106|Engineer, site|1964-11-04|49084639670|adults_50up_male_urban.json
716-98-4657|5384913599285532|Susan|Parks|F|05610 Rick Oval Apt. 069|Saint Paul|MN|55106|44.9684|-93.0488|753116|Phytotherapist|1956-03-19|910141508456|adults_50up_female_urban.json
076-70-6339|3574037842339444|Kevin|Richmond|M|00677 Blake Vista Apt. 550|Clarksville|TN|37043|36.5107|-87.2757|151785|Engineering geologist|1964-04-14|696474817785|adults_50up_male_urban.json
012-10-8082|4542624178429|Kevin|Burton|M|34511 Jo Bypass|Stow|OH|44224|41.1748|-81.438|38742|Teacher, music|1948-01-28|704545721480|adults_50up_male_urban.json
432-87-0761|340886843021164|James|Robinson|M|045 Cook Wells|Miami|FL|33155|25.7392|-80.3103|1737737|Surveyor, quantity|1982-05-09|869973472445|adults_2550_male_urban.json
462-42-9267|4299642603362022|Judith|Gomez|F|47709 Aaron Mills|Mesquite|TX|75149|32.7678|-96.6082|163734|Colour technologist|1975-08-15|880858425211|adults_50up_female_urban.json
166-29-9024|503836219215|Heather|Lozano|F|970 Cunningham Mews|Chicago|IL|60626|42.0095|-87.6689|2680484|Claims inspector/assessor|1936-12-24|123578245986|adults_50up_female_urban.json
217-69-6086|349597721688005|Nicole|Mejia|F|8931 Franklin Drives|Cordova|TN|38018|35.1563|-89.7789|78138|Rural practice surveyor|2004-02-15|639557630974|young_adults_female_urban.json
177-66-4524|370182272002831|Lisa|Herrera|F|20414 Freeman Harbors|Syracuse|NY|13214|43.0397|-76.0722|229807|Engineer, mining|2005-07-06|144874152907|young_adults_female_urban.json
881-68-1798|2359930202030426|Colleen|Anderson|F|5213 Robbins Canyon Apt. 816|Hampshire|TN|38461|35.5915|-87.3251|1379|Legal executive|1982-02-14|55346391189|adults_2550_female_rural.json
406-26-0048|4593777569198326|Patricia|Sutton|F|161 Evans Way|Wichita|KS|67212|37.7007|-97.4383|409656|Translator|1994-08-16|945068368900|adults_2550_female_urban.json
597-96-8699|4043841966225|Latoya|Solis|F|67080 Sullivan Land|Kenner|LA|70065|30.0252|-90.2522|68211|Pensions consultant|1976-08-26|433394030912|adults_2550_female_urban.json
772-06-6278|4219865504940|Richard|Logan|M|076 Petty Spur Suite 933|Gardena|CA|90249|33.8998|-118.3199|84103|Tax inspector|1947-01-06|379747403005|adults_50up_male_urban.json
663-78-6176|4322626114243624|Thomas|Rodgers|M|2188 Amanda Park Apt. 962|Clewiston|FL|33440|26.7172|-80.9492|19743|Film/video editor|1993-03-22|342413496934|adults_2550_male_urban.json
729-11-9844|3543385324725053|Joseph|Walker|M|03115 Sullivan Landing Suite 576|Provo|UT|84601|40.2319|-111.6755|112922|Surveyor, rural practice|1975-09-04|294957478259|adults_50up_male_urban.json
816-59-6577|3553536597466984|Janet|Roman|F|42125 Wood Plain Apt. 959|Firth|ID|83236|43.3021|-112.1588|2275|Information officer|1958-01-10|96671319618|adults_50up_female_rural.json
190-98-6539|3555966472130744|Chad|Richardson|M|2614 Whitney Greens|Shelbyville|TN|37160|35.4863|-86.4624|32744|Sport and exercise psychologist|1984-04-04|217254569332|adults_2550_male_urban.json
162-54-1907|4430796373100817851|Thomas|Thomas|M|58718 Flores Fords|White Hall|AR|71602|34.2577|-92.0121|17982|Medical laboratory scientific officer|1967-06-19|307768515265|adults_50up_male_urban.json
181-56-8282|30447017320869|Robert|Hutchinson|M|77729 Ross Islands|Olympia|WA|98506|47.1042|-122.87|167094|Optometrist|1948-04-14|211262141040|adults_50up_male_urban.json
115-36-1015|4527810558000277|Scott|Thompson|M|42573 Ronald Rapids|Kearny|NJ|07032|40.7647|-74.1471|40684|Illustrator|1976-03-18|762673080657|adults_2550_male_urban.json
788-28-6521|213172031369556|Michael|Holmes|M|09297 Maurice Stravenue Suite 953|Denver|PA|17517|40.2297|-76.1157|15391|Farm manager|1939-08-28|185320789079|adults_50up_male_urban.json
710-99-7254|4899204573530|Carl|Henderson|M|507 Davis Causeway|Bonita Springs|FL|34135|26.3771|-81.7334|51427|Structural engineer|1983-12-07|506703590723|adults_2550_male_urban.json
192-50-9948|30182360107122|James|Gomez|M|821 Wade Ville|Reno|NV|89509|39.498|-119.8239|276896|Presenter, broadcasting|2000-03-10|781353519565|adults_2550_male_urban.json
547-34-6596|30357422332229|Tamara|Romero|F|442 Castro Skyway|Louisville|KY|40272|38.0846|-85.851|736284|Systems developer|1945-11-19|786641655589|adults_50up_female_urban.json
702-81-3017|4606295350637316|Sarah|Wilson|F|6741 Adam Skyway|Concord|NC|28025|35.3716|-80.53|104595|International aid/development worker|1995-04-13|941581880015|adults_2550_female_urban.json
313-99-2000|4201362608463975|Mary|Hughes|F|470 Flores Port Apt. 215|South Bend|IN|46601|41.6727|-86.2535|145459|Chartered legal executive (England and Wales)|1974-08-01|295151784184|adults_50up_female_urban.json
580-99-5607|374091969395786|Kathleen|Ballard|F|0204 Ryan Estate|Delray Beach|FL|33484|26.4543|-80.1346|107599|Administrator, local government|1979-11-17|683205260914|adults_2550_female_urban.json
509-13-2228|3524139369678971|Jared|Knight|M|12677 Christopher Rapids Apt. 276|Baton Rouge|LA|70816|30.4273|-91.0356|378909|Air broker|1964-08-14|765960683251|adults_50up_male_urban.json
544-69-7785|4533943191654309|Troy|Powers|M|31202 Brenda Knoll Apt. 576|Stillwater|MN|55082|45.0614|-92.8474|35024|Glass blower/designer|1999-01-18|313503352352|adults_2550_male_urban.json
468-37-7864|060400268763|Elizabeth|Gardner|F|6497 Mclean Corners Suite 365|Oaklyn|NJ|08107|39.908|-75.0849|13675|Physiological scientist|1982-09-09|279317935556|adults_2550_female_urban.json
034-03-6664|4537309649694|Charlotte|Marshall|F|95296 Manuel Causeway|Rockville|MD|20853|39.0887|-77.095|130569|Metallurgist|1980-05-20|513650448157|adults_2550_female_urban.json
184-48-5731|2229276364315942|Thomas|Oliver|M|654 Sandoval Gateway Suite 544|Carbon Hill|AL|35549|33.9093|-87.5403|4341|Environmental consultant|1999-10-05|778709317235|adults_2550_male_urban.json
075-40-1988|6011934497439467|Dennis|Fox|M|30958 Anderson Stream|Dayton|OH|45434|39.7216|-84.029|479994|Publishing rights manager|1982-09-18|736911674500|adults_2550_male_urban.json
658-99-8559|3513210972021702|Karen|Turner|F|46557 Michele Crossroad Apt. 300|Halifax|PA|17032|40.476|-76.894|8192|Immigration officer|1962-05-01|623964850083|adults_50up_female_urban.json
312-49-1051|4900251213756580|Michael|Myers|M|570 Arellano Common Apt. 145|Salt Lake City|UT|84118|40.6504|-112.0054|594043|Sub|1975-04-17|207439810683|adults_50up_male_urban.json
336-51-6356|4138850342365|Christopher|Lambert|M|33474 Joseph Fords|Saint Petersburg|FL|33703|27.817|-82.6264|341043|Clinical cytogeneticist|2005-10-07|330792868853|young_adults_male_urban.json
462-92-9494|6580085294690215|Matthew|Compton|M|1743 Kevin Ville Suite 023|Dallas|TX|75228|32.825|-96.6784|1263321|Software engineer|1979-01-19|870993336751|adults_2550_male_urban.json
049-21-2654|180066527523321|Joseph|Hernandez|M|20256 Jason Wells|Lake Grove|NY|11755|40.8567|-73.1168|12387|Administrator|2004-10-11|22461484223|young_adults_male_urban.json
260-53-7676|30116750762799|Leonard|Potter|M|02453 Christian Extensions Apt. 984|Springfield|MO|65804|37.1654|-93.2522|219752|Ranger/warden|2004-09-22|258430876528|young_adults_male_urban.json
278-92-2160|503884719017|Jordan|Martin|F|240 Brown Via|Millers Creek|NC|28651|36.2119|-81.2485|7132|Patent attorney|1969-10-03|914468510164|adults_50up_female_urban.json
560-60-1665|38546199240654|Margaret|Perez|F|72581 Eric Rapid Apt. 956|San Jose|CA|95124|37.2563|-121.9229|973849|Nurse, mental health|1987-10-03|587372208833|adults_2550_female_urban.json
261-65-2416|4337912121102|Barbara|Ellis|F|58690 Shawn Causeway|Duluth|GA|30097|34.026|-84.147|103980|Radio producer|2005-05-08|761460541709|young_adults_female_urban.json
645-29-9802|4199945295171226|Brenda|Vasquez|F|433 White Brooks Suite 422|Semmes|AL|36575|30.7544|-88.2667|18345|Clinical scientist, histocompatibility and immunogenetics|1960-12-09|194887063687|adults_50up_female_urban.json
329-88-4271|3533083344470485|Sara|Porter|F|47020 Austin Lane Suite 195|Roswell|GA|30076|34.0213|-84.3104|95251|Energy manager|1962-10-31|750708841892|adults_50up_female_urban.json
264-80-2977|6532956342777528|Christopher|Howard|M|61658 Donald Rapids|Tarentum|PA|15084|40.6187|-79.7852|10130|Contractor|1952-09-11|717378839581|adults_50up_male_urban.json
743-21-2473|3511563029559633|Jessica|Ford|F|629 Beck Falls|Pampa|TX|79065|35.538|-100.9579|20840|Archivist|1962-08-16|414169986141|adults_50up_female_urban.json
680-34-8428|676385133134|Matthew|Wolf|M|49832 Lori Corner|Spring City|PA|19475|40.1765|-75.5697|11283|Editor, film/video|1992-12-25|166861642971|adults_2550_male_urban.json
849-23-1250|378158268687647|Steven|Garcia|M|548 Pedro Inlet|Bloomsburg|PA|17815|41.0115|-76.4384|30967|Contracting civil engineer|1963-06-18|922718626291|adults_50up_male_urban.json
044-50-2911|3578735856646416|Linda|Ramsey|F|2192 Stokes Fall|Plano|TX|75025|33.0784|-96.7291|278067|Cabin crew|1989-07-30|198398746882|adults_2550_female_urban.json
707-09-0746|4948314789117972690|Lisa|Davila|F|812 Daniel Plaza Apt. 036|Brighton|MI|48114|42.57|-83.7484|46134|Pharmacist, hospital|2002-06-12|23235005730|young_adults_female_urban.json
764-22-0035|501853285382|James|Salas|M|0524 Olivia Freeway|Brooklyn|MI|49230|42.1044|-84.2414|10475|Statistician|1998-03-30|3048500685|adults_2550_male_urban.json
567-89-2652|6011990076862768|Taylor|Hodge|F|389 Nunez Ford|Seattle|WA|98178|47.4924|-122.2359|837792|Engineer, site|1964-05-27|531779474646|adults_50up_female_urban.json
765-11-8285|348626713684101|Valerie|Lee|F|39218 Michael Ferry|Anaheim|CA|92802|33.8085|-117.9228|354475|Psychologist, clinical|1951-08-19|660296130729|adults_50up_female_urban.json
065-68-7814|346776106592080|Kelly|Chase|F|19279 Huber Crescent Suite 815|Van Horn|TX|79855|31.0391|-104.8245|2336|Therapist, horticultural|1979-01-01|637454747893|adults_2550_female_rural.json
659-32-8865|3557202665686294|Sheila|Andrews|F|57349 Matthew Fork|Raleigh|NC|27610|35.7667|-78.6008|489514|Town planner|1961-04-06|735611198021|adults_50up_female_urban.json
652-02-7281|3529907472966946|Amy|Kim|F|0808 Parker Springs Suite 485|Surprise|AZ|85379|33.6021|-112.3736|119941|Waste management officer|1986-05-09|630718559741|adults_2550_female_urban.json
283-10-8341|4167347853692|Kimberly|Ferguson|F|9804 Stewart Turnpike Apt. 860|Columbus|OH|43228|39.9648|-83.126|783285|Journalist, newspaper|1977-06-01|188827604008|adults_2550_female_urban.json
033-21-6529|4066489008248450|Kelly|Carrillo|F|898 Nancy Unions|Smyrna|GA|30082|33.8631|-84.5382|75810|Architectural technologist|1952-02-01|529697801286|adults_50up_female_urban.json
835-70-9029|4418563027507|Amber|Lewis|F|661 Newman Brook Suite 641|Allison Park|PA|15101|40.57|-79.9665|24292|Surveyor, insurance|1963-12-17|842934830900|adults_50up_female_urban.json
846-57-8870|4679087018726009|Brian|Christensen|M|1034 Turner Glen Apt. 990|Mission Viejo|CA|92692|33.6144|-117.6433|94804|Nurse, learning disability|1976-10-01|302726251411|adults_2550_male_urban.json
433-72-6568|344062215599676|Chad|Randolph|M|21905 Jason Roads|Grand Rapids|MI|49507|42.9318|-85.6542|375580|Hospital pharmacist|1973-05-10|873766329179|adults_50up_male_urban.json
511-40-7871|6584559396521383|Danny|Smith|M|45531 Jacqueline Wall|Mchenry|IL|60050|42.3311|-88.2955|56812|Therapist, occupational|1976-10-07|242049785|adults_2550_male_urban.json
404-17-3029|5373277264883952|Justin|Joseph|M|522 Jackson Ville Suite 251|Benham|KY|40807|36.9712|-82.9553|337|Optician, dispensing|1979-05-02|358639892812|adults_2550_male_rural.json
630-11-7351|5250805491477442|John|Duran|M|2478 Rodriguez Turnpike|Clarksboro|NJ|08020|39.7992|-75.2237|2201|Psychologist, clinical|2004-10-06|391353479328|young_adults_male_rural.json
720-74-7528|4493053788033|Cory|Moreno|M|13389 Ronald Camp Suite 882|Huntington|TX|75949|31.2837|-94.5662|7976|Surveyor, hydrographic|1987-02-23|386840477539|adults_2550_male_urban.json
492-70-7786|4486251521743|Jason|Decker|M|3780 William Way|Lindsay|CA|93247|36.2096|-119.0884|17423|Clinical biochemist|2001-09-22|465386509053|young_adults_male_urban.json
193-38-4575|6517762969143369|Breanna|Jacobs|F|6450 Hannah Creek Apt. 898|Cuero|TX|77954|29.091|-97.2812|11506|Librarian, public|1968-11-20|251168358458|adults_50up_female_urban.json
545-30-5577|4189684424648844|Lisa|Crosby|F|572 Colon Overpass Suite 958|Sewickley|PA|15143|40.557|-80.1578|19660|Computer games developer|2005-01-24|570996350701|young_adults_female_urban.json
863-76-0842|4179789124883971|Stephanie|Murray|F|844 Cochran Turnpike Suite 367|Higginsville|MO|64037|39.0705|-93.7133|6150|Designer, jewellery|1976-05-11|113917007014|adults_2550_female_urban.json
744-28-0487|4681193978148|Tony|Rogers|M|99217 Ray Land|Spring|TX|77373|30.0532|-95.3773|316665|Interpreter|1965-03-01|614815149376|adults_50up_male_urban.json
434-75-3404|4158807053261|Alicia|Garner|F|391 John Walks|Ashland|KY|41101|38.4722|-82.6461|40470|Site engineer|1941-06-23|936842534125|adults_50up_female_urban.json
486-40-2203|4513609085818102|Drew|Brown|M|3736 Rebecca Square|Clarence Center|NY|14032|43.0362|-78.639|7989|Set designer|2003-12-18|225469416426|young_adults_male_urban.json
412-18-7207|2235896933539003|Mark|Stephens|M|54731 Valencia View Suite 397|Rudy|AR|72952|35.5468|-94.2913|2945|Tax inspector|1984-11-21|391640618947|adults_2550_male_urban.json
899-15-1660|6536902837727020|Kimberly|Fisher|F|0534 Adriana Lane Suite 416|Dunn Loring|VA|22027|38.8954|-77.2214|2362|Camera operator|1979-01-17|979402703785|adults_2550_female_rural.json
714-60-5298|4584640510388027|Katherine|Lewis|F|76362 Jose Green Suite 718|Indianapolis|IN|46256|39.8977|-86.0094|910148|Technical sales engineer|1961-09-26|649527546546|adults_50up_female_urban.json
217-03-9427|6011676490922888|Pamela|Ramirez|F|5513 Medina Motorway Apt. 717|Olympia|WA|98501|47.0129|-122.8763|167094|Geographical information systems officer|1962-04-08|218563438163|adults_50up_female_urban.json
436-71-9175|5464034398818739|Kimberly|Ramos|F|333 Campbell Mountains Suite 041|Salt Lake City|UT|84123|40.6596|-111.9193|594043|Exhibitions officer, museum/gallery|1985-07-21|11671402393|adults_2550_female_urban.json
638-15-5720|4028262542043|Andrea|Boone|F|90577 Adrian Trace|Fort Defiance|AZ|86504|35.2375|-109.523|6589|Health service manager|1981-10-14|21759527340|adults_2550_female_urban.json
707-64-9693|3519324538109796|Eric|Blevins|M|48709 Hernandez Loaf|Carrollton|TX|75007|33.0033|-96.882|119595|Freight forwarder|1986-06-23|449143354222|adults_2550_male_urban.json
182-48-1281|30422404326118|Joseph|Howell|M|46861 Lewis Mountains|Temple Hills|MD|20748|38.8222|-76.9478|38792|Administrator, charities/voluntary organisations|2002-05-04|597641732641|young_adults_male_urban.json
712-84-2783|503800953666|Mikayla|Jones|F|68900 Marshall Rapids Suite 001|Greenwell Springs|LA|70739|30.5984|-90.9705|12486|Research officer, trade union|1981-06-02|147074261690|adults_2550_female_urban.json
818-73-0202|639073971306|Martha|Jackson|F|38690 Wilkerson Shoal|Durham|NC|27713|35.9112|-78.9178|256789|Newspaper journalist|1977-09-13|156747469710|adults_2550_female_urban.json
026-33-5181|3561719281707448|David|Brown|M|44225 Christopher Locks|Uniontown|OH|44685|40.9637|-81.4211|27556|Administrator, local government|2006-11-04|374280933849|young_adults_male_urban.json
602-35-1349|4944772690326553|Anna|Leblanc|F|1794 Tara Springs Apt. 455|Damascus|VA|24236|36.6403|-81.7776|3085|Television/film/video producer|1944-09-21|384571585997|adults_50up_female_urban.json
038-17-1733|2711589126864980|Stephen|Scott|M|623 Gray Circle Apt. 884|Bristow|VA|20136|38.7343|-77.5474|28498|Insurance underwriter|1992-12-02|285427147684|adults_2550_male_urban.json
768-30-7182|4919074992164001|Jamie|Mclaughlin|M|9235 Joshua Grove|New York City|NY|10002|40.7152|-73.9877|1577385|Sales professional, IT|1993-08-13|298229842867|adults_2550_male_urban.json
041-65-2585|2249865462202121|Christina|Acosta|F|55033 Bruce Brook|Lexington|SC|29073|33.8632|-81.2351|90341|Sports therapist|1953-09-19|414545936205|adults_50up_female_urban.json
299-96-6608|30391900889913|Barbara|Wilson|F|91692 Dominic Park|Baltimore|MD|21202|39.2998|-76.6075|635495|Engineer, drilling|1998-06-27|502226927571|adults_2550_female_urban.json
596-87-8716|3590608548186741|James|Williams|M|984 John Crest|Vidalia|GA|30474|32.1934|-82.4067|16646|Chief Strategy Officer|1992-05-13|917933349154|adults_2550_male_urban.json
457-11-1575|213151985458292|Victor|Parker|M|40153 Farmer Harbors|Alta Loma|CA|91737|34.1449|-117.5793|63716|Passenger transport manager|1976-05-17|31830500053|adults_2550_male_urban.json
385-74-9949|3549466720108245|Stanley|Le|M|818 Samantha Shoal|Mosheim|TN|37818|36.1839|-82.9674|4998|Environmental education officer|1987-08-25|491831045661|adults_2550_male_urban.json
786-37-0019|4208581745273533|Jason|Moore|M|7004 Erik Court|Muskogee|OK|74403|35.7411|-95.3449|48185|Surveyor, minerals|1975-07-25|154405868597|adults_50up_male_urban.json
340-14-8995|2312559046100792|Carrie|Brown|F|0012 Alexandra Mount Apt. 012|Bluemont|VA|20135|39.0823|-77.8467|2834|Engineer, control and instrumentation|1986-05-24|996362014686|adults_2550_female_urban.json
753-81-7000|2281204850766530|Tina|Ingram|F|6042 Tiffany Manor Apt. 460|Nauvoo|IL|62354|40.5261|-91.3318|1684|Clinical biochemist|1937-04-26|97160918681|adults_50up_female_rural.json
008-47-8180|3547243586176828|Christopher|Stewart|M|272 Chavez Alley|Queen Creek|AZ|85140|33.2286|-111.5322|120596|Sales executive|1934-09-07|929396497051|adults_50up_male_urban.json
829-50-5753|3522419768784949|Kara|Gallegos|F|035 Benjamin Coves|Lawton|OK|73501|34.5915|-98.3698|93591|Sales professional, IT|1934-11-30|551058512100|adults_50up_female_urban.json
309-19-2058|4434046682123|Brandon|Gibbs|M|9525 Andrews Extensions Apt. 644|Georgetown|SC|29440|33.4308|-79.3235|28469|Chartered management accountant|1969-10-04|136435713264|adults_50up_male_urban.json
728-79-8079|4827306343593|Richard|Mason|M|188 Willis Manor|Caldwell|ID|83607|43.6186|-116.7501|61381|Software engineer|1964-08-21|444121745201|adults_50up_male_urban.json
793-03-5691|5402125434123012|Michelle|Williams|F|37218 Brown Centers Apt. 203|Hayward|CA|94541|37.674|-122.0894|177085|Civil Service fast streamer|1963-10-10|492180379270|adults_50up_female_urban.json
607-80-9903|502014003474|Robert|Allen|M|197 Williams Summit Apt. 625|Athens|WV|24712|37.4323|-80.9974|2063|Warehouse manager|1982-05-15|828833207962|adults_2550_male_rural.json
740-65-4234|2714785501137532|George|Martin|M|72887 Thomas Tunnel|Columbus|OH|43220|40.0495|-83.0669|783285|Psychotherapist|1977-11-05|835795242616|adults_2550_male_urban.json
